gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,tenure_months,fatigue_resource_ratio,is_senior,high_workload,burnout_target
1,0,1,2,3.0,5.0,27.792378449408673,1.25,0,0,0
0,0,1,1,3.0,4.6,27.628120893561103,1.15,0,0,0
0,1,1,3,4.0,5.9,27.398160315374508,1.1800000000000002,1,0,0
0,0,1,1,2.0,4.5,31.044678055190538,1.5,0,0,0
1,1,1,1,2.0,3.1,27.989487516425754,1.0333333333333334,0,0,0
0,0,1,2,4.0,5.8,34.03416557161629,1.16,0,0,0
1,0,0,1,4.0,5.0,34.98685939553219,1.0,0,0,0
0,0,1,3,5.0,6.3,33.11432325886991,1.05,1,0,0
1,1,1,1,3.0,6.5,33.67279894875164,1.625,0,0,0
1,0,1,2,4.0,5.6,33.3442838370565,1.1199999999999999,0,0,0
1,1,1,2,3.0,3.9,24.83574244415243,0.975,0,0,0
0,0,0,4,8.0,7.4,31.044678055190538,0.8222222222222223,1,1,1
1,0,0,2,6.0,5.9,34.95400788436268,0.8428571428571429,0,1,1
1,1,0,1,2.0,1.2,26.018396846254927,0.39999999999999997,0,0,0
1,0,1,2,4.0,6.7,31.57030223390276,1.34,0,0,0
0,0,1,2,3.0,5.7,34.49408672798948,1.425,0,0,0
0,0,1,4,8.0,6.2,32.26018396846255,0.6888888888888889,1,1,1
1,0,0,5,8.0,7.4,26.905387647831798,0.8222222222222223,1,1,1
1,0,1,2,4.0,6.0,34.82260183968462,1.2,0,0,0
1,0,0,2,4.0,4.3,31.011826544021023,0.86,0,0,0
0,0,1,2,5.0,6.3,24.0473061760841,1.05,0,0,0
0,0,1,2,4.0,6.1,25.229960578186596,1.22,0,0,0
1,0,1,1,3.0,4.8,31.83311432325887,1.2,0,0,0
0,0,1,1,4.0,5.9,30.12483574244415,1.1800000000000002,0,0,1
1,0,0,3,7.0,5.9,31.6688567674113,0.7375,1,1,1
0,0,0,2,6.0,5.9,29.5335085413929,0.8428571428571429,0,1,1
0,0,0,2,6.0,7.2,26.018396846254927,1.0285714285714287,0,1,1
1,1,0,3,5.0,4.5,30.880420499342968,0.75,1,0,0
0,0,1,1,3.0,5.1,32.12877792378449,1.275,0,0,0
0,1,1,3,6.0,7.4,25.985545335085412,1.0571428571428572,1,1,1
0,0,0,2,4.0,3.8,35.05256241787122,0.76,0,0,0
1,0,1,4,9.0,10.0,32.75295663600526,1.0,1,1,1
1,1,0,4,8.0,7.3,31.307490144546648,0.8111111111111111,1,1,1
1,0,1,3,5.0,5.1,32.19448094612352,0.85,1,0,0
1,0,0,2,4.0,4.2,25.328515111695136,0.8400000000000001,0,0,0
1,0,1,2,3.0,3.5,26.47831800262812,0.875,0,0,0
0,1,1,3,5.0,4.8,35.67674113009198,0.7999999999999999,1,0,0
0,1,0,2,5.0,5.9,27.398160315374508,0.9833333333333334,0,0,1
0,1,1,2,4.0,6.6,31.110381077529563,1.3199999999999998,0,0,0
0,1,0,3,7.0,9.8,35.808147174770035,1.225,1,1,1
1,0,1,0,1.0,2.1,34.55978975032851,1.05,0,0,0
1,1,1,0,3.0,4.4,25.394218134034166,1.1,0,0,0
0,0,0,3,5.0,5.3,26.182654402102497,0.8833333333333333,1,0,0
1,1,0,5,4.0,9.5,26.149802890932982,1.9,1,0,1
1,1,1,1,4.0,4.9,32.29303547963206,0.9800000000000001,0,0,0
1,0,0,1,1.0,5.9,28.942181340341655,2.95,0,0,0
1,0,0,3,6.0,6.3,34.19842312746386,0.9,1,1,1
1,1,0,2,5.0,5.2,25.821287779237842,0.8666666666666667,0,0,0
1,1,0,3,6.0,6.9,32.22733245729303,0.9857142857142858,1,1,1
0,0,0,4,7.0,7.0,26.609724047306177,0.875,1,1,1
1,0,1,1,3.0,4.6,32.52299605781866,1.15,0,0,0
1,1,1,1,2.0,3.2,27.43101182654402,1.0666666666666667,0,0,0
0,0,0,4,7.0,6.9,27.398160315374508,0.8625,1,1,1
0,0,0,2,4.0,5.1,28.153745072273324,1.02,0,0,0
0,0,0,2,5.0,6.2,26.116951379763467,1.0333333333333334,0,0,1
0,0,0,1,4.0,6.0,27.43101182654402,1.2,0,0,1
1,1,0,3,6.0,6.2,27.33245729303548,0.8857142857142858,1,1,1
1,0,1,3,5.0,5.6,32.75295663600526,0.9333333333333332,1,0,0
1,0,0,2,5.0,7.5,33.70565045992115,1.25,0,0,1
1,0,0,3,5.0,5.9,35.545335085413925,0.9833333333333334,1,0,0
1,0,1,2,4.0,5.2,25.427069645203677,1.04,0,0,0
1,0,0,3,6.0,6.0,26.675427069645202,0.8571428571428571,1,1,1
0,0,1,2,5.0,6.2,28.8107752956636,1.0333333333333334,0,0,0
1,0,1,1,4.0,5.6,31.24178712220762,1.1199999999999999,0,0,0
1,1,1,3,4.0,5.9,30.617608409986858,1.1800000000000002,1,0,0
0,1,1,3,5.0,8.2,31.471747700394218,1.3666666666666665,1,0,1
1,0,0,2,5.0,5.3,33.47568988173456,0.8833333333333333,0,0,0
0,0,0,2,4.0,6.7,29.632063074901446,1.34,0,0,0
0,0,1,2,4.0,7.1,28.28515111695138,1.42,0,0,0
1,0,1,2,4.0,5.4,35.31537450722733,1.08,0,0,0
1,1,1,0,1.0,0.9,27.102496714848883,0.45,0,0,0
1,0,1,3,6.0,6.5,33.08147174770039,0.9285714285714286,1,1,0
0,0,1,2,6.0,6.7,27.59526938239159,0.9571428571428572,0,1,1
1,0,1,1,4.0,4.6,35.74244415243101,0.9199999999999999,0,0,0
1,0,0,2,4.0,6.3,33.21287779237845,1.26,0,0,1
1,0,1,3,5.0,4.3,30.223390275952692,0.7166666666666667,1,0,0
1,0,1,2,4.0,6.6,29.369250985545335,1.3199999999999998,0,0,0
0,0,0,2,2.0,2.8,35.775295663600524,0.9333333333333332,0,0,0
0,1,0,4,6.0,6.5,24.113009198423125,0.9285714285714286,1,1,1
1,1,1,3,5.0,5.9,26.116951379763467,0.9833333333333334,1,0,0
1,0,1,1,3.0,4.4,34.2969776609724,1.1,0,0,0
1,0,0,2,4.0,6.1,35.15111695137976,1.22,0,0,0
0,0,1,2,4.0,5.8,29.632063074901446,1.16,0,0,0
1,0,0,1,2.0,6.0,26.576872536136662,2.0,0,0,0
1,0,1,2,4.0,4.6,27.726675427069644,0.9199999999999999,0,0,0
1,0,1,1,2.0,5.8,29.69776609724047,1.9333333333333333,0,0,0
1,0,0,0,1.0,5.9,26.116951379763467,2.95,0,0,0
1,0,0,4,7.0,8.8,25.78843626806833,1.1,1,1,1
1,1,0,3,5.0,7.3,29.467805519053876,1.2166666666666666,1,0,1
1,1,0,2,4.0,6.9,27.529566360052563,1.3800000000000001,0,0,0
0,0,1,2,4.0,5.2,30.453350854139288,1.04,0,0,0
0,1,1,2,4.0,3.2,26.708278580814717,0.64,0,0,0
1,0,0,2,3.0,6.1,35.05256241787122,1.525,0,0,0
1,0,0,2,6.0,7.1,24.605781865965834,1.0142857142857142,0,1,1
1,0,1,2,5.0,6.7,34.95400788436268,1.1166666666666667,0,0,1
1,0,1,1,4.0,4.0,26.149802890932982,0.8,0,0,0
1,0,0,0,1.0,0.0,31.76741130091984,0.0,0,0,0
0,1,1,2,4.0,8.4,30.354796320630747,1.6800000000000002,0,0,1
0,0,0,3,6.0,6.2,33.14717477003942,0.8857142857142858,1,1,1
0,1,1,1,4.0,5.2,30.321944809461232,1.04,0,0,0
0,0,0,2,6.0,7.0,32.72010512483574,1.0,0,1,1
0,1,0,2,3.0,6.0,28.153745072273324,1.5,0,0,0
1,1,1,1,1.0,0.0,25.0,0.0,0,0,0
1,0,1,3,7.0,6.5,24.178712220762154,0.8125,1,1,1
1,1,0,2,4.0,5.8,28.088042049934295,1.16,0,0,0
1,0,0,3,6.0,6.1,26.905387647831798,0.8714285714285713,1,1,0
0,1,0,3,6.0,7.0,32.55584756898817,1.0,1,1,1
1,0,1,1,1.0,2.0,24.375821287779235,1.0,0,0,0
0,0,1,2,3.0,5.9,28.48226018396846,1.475,0,0,0
0,0,1,2,5.0,5.6,33.27858081471748,0.9333333333333332,0,0,1
1,0,0,3,6.0,5.9,32.35873850197109,0.8428571428571429,1,1,0
1,1,1,2,5.0,5.7,32.29303547963206,0.9500000000000001,0,0,0
1,0,1,2,3.0,6.6,29.993429697766096,1.65,0,0,0
1,1,1,1,4.0,5.8,28.876478318002626,1.16,0,0,0
1,0,1,2,4.0,8.4,30.946123521681997,1.6800000000000002,0,0,1
1,0,1,1,2.0,4.3,27.463863337713533,1.4333333333333333,0,0,0
1,0,1,1,3.0,3.3,29.139290407358736,0.825,0,0,0
1,0,1,3,6.0,7.8,27.660972404730618,1.1142857142857143,1,1,1
0,0,0,1,1.0,2.2,34.36268068331143,1.1,0,0,0
0,0,1,3,5.0,5.4,25.0,0.9,1,0,0
0,0,1,1,3.0,5.8,25.88699080157687,1.45,0,0,0
0,0,0,2,4.0,3.7,34.88830486202365,0.74,0,0,0
1,0,0,3,4.0,5.0,32.78580814717477,1.0,1,0,0
1,0,1,1,2.0,3.9,25.591327201051246,1.3,0,0,0
1,1,0,3,7.0,5.9,27.201051248357423,0.7375,1,1,1
1,0,1,1,2.0,5.6,29.566360052562416,1.8666666666666665,0,0,0
1,0,1,2,5.0,7.3,25.952693823915897,1.2166666666666666,0,0,1
0,1,0,4,7.0,7.5,33.90275952693824,0.9375,1,1,1
0,0,1,3,5.0,5.7,26.576872536136662,0.9500000000000001,1,0,0
1,0,1,2,4.0,5.9,34.19842312746386,1.1800000000000002,0,0,0
1,1,1,2,4.0,5.9,32.98291721419185,1.1800000000000002,0,0,1
0,1,1,2,4.0,5.8,27.496714848883048,1.16,0,0,0
0,0,1,2,4.0,5.9,30.28909329829172,1.1800000000000002,0,0,0
1,0,1,1,2.0,5.0,34.06701708278581,1.6666666666666667,0,0,0
0,0,0,3,5.0,6.7,31.307490144546648,1.1166666666666667,1,0,0
1,0,0,3,5.0,5.7,34.16557161629435,0.9500000000000001,1,0,0
1,0,0,2,4.0,6.0,35.51248357424441,1.2,0,0,1
0,1,0,5,10.0,8.4,33.40998685939553,0.7636363636363637,1,1,1
0,1,0,5,4.0,10.0,25.394218134034166,2.0,1,0,1
0,0,1,4,8.0,7.6,26.675427069645202,0.8444444444444444,1,1,1
0,1,1,3,7.0,7.1,35.90670170827858,0.8875,1,1,1
0,0,1,2,3.0,5.0,30.02628120893561,1.25,0,0,0
1,1,1,1,3.0,6.5,25.36136662286465,1.625,0,0,0
0,0,1,2,3.0,4.9,31.6688567674113,1.225,0,0,0
0,0,1,3,6.0,8.4,31.40604467805519,1.2,1,1,1
1,0,0,3,5.0,4.5,33.47568988173456,0.75,1,0,0
0,0,0,3,6.0,6.5,32.98291721419185,0.9285714285714286,1,1,0
1,0,1,0,1.0,3.6,32.88436268068331,1.8,0,0,0
1,0,1,2,4.0,5.0,25.821287779237842,1.0,0,0,0
1,0,1,2,3.0,2.7,31.898817345597895,0.675,0,0,0
1,0,0,3,6.0,5.9,35.41392904073587,0.8428571428571429,1,1,1
0,1,1,2,5.0,5.7,30.420499342969777,0.9500000000000001,0,0,0
1,1,1,0,4.0,1.3,30.387647831800262,0.26,0,0,0
1,1,0,2,5.0,6.0,30.321944809461232,1.0,0,0,1
0,0,0,1,1.0,0.8,35.38107752956636,0.4,0,0,0
1,0,1,0,3.0,3.7,33.63994743758213,0.925,0,0,0
1,0,0,3,6.0,4.9,35.41392904073587,0.7000000000000001,1,1,0
1,1,0,3,6.0,6.8,24.540078843626805,0.9714285714285714,1,1,1
0,0,1,3,6.0,6.4,24.342969776609724,0.9142857142857144,1,1,0
1,0,0,4,6.0,8.0,29.27069645203679,1.1428571428571428,1,1,1
0,0,0,5,8.0,9.1,34.46123521681997,1.011111111111111,1,1,1
0,0,1,3,5.0,5.0,35.51248357424441,0.8333333333333334,1,0,0
0,0,1,3,6.0,6.6,26.511169513797633,0.9428571428571428,1,1,1
1,1,0,5,10.0,8.5,28.252299605781864,0.7727272727272727,1,1,1
0,0,1,3,6.0,6.6,30.190538764783177,0.9428571428571428,1,1,1
0,0,1,4,9.0,8.6,31.93166885676741,0.86,1,1,1
1,0,1,1,2.0,2.3,35.972404730617605,0.7666666666666666,0,0,0
1,0,1,2,4.0,5.9,27.660972404730618,1.1800000000000002,0,0,0
1,0,0,4,7.0,5.9,29.00788436268068,0.7375,1,1,1
1,0,0,4,8.0,7.2,28.843626806833115,0.8,1,1,0
1,1,1,2,4.0,4.9,33.5742444152431,0.9800000000000001,0,0,0
0,0,0,3,7.0,8.0,25.591327201051246,1.0,1,1,1
1,0,0,2,5.0,7.8,34.82260183968462,1.3,0,0,1
0,1,0,3,7.0,5.9,31.340341655716163,0.7375,1,1,1
0,0,1,2,5.0,6.0,29.993429697766096,1.0,0,0,1
1,0,0,4,6.0,6.2,35.939553219448094,0.8857142857142858,1,1,1
0,0,0,1,1.0,1.6,27.16819973718791,0.8,0,0,0
0,0,0,1,3.0,3.9,25.229960578186596,0.975,0,0,0
1,1,1,3,5.0,5.6,28.613666228646515,0.9333333333333332,1,0,0
0,1,0,3,5.0,7.5,27.726675427069644,1.25,1,0,1
0,0,1,1,4.0,4.7,34.46123521681997,0.9400000000000001,0,0,0
1,0,0,1,2.0,4.3,25.7227332457293,1.4333333333333333,0,0,0
0,0,0,2,4.0,6.5,31.176084099868593,1.3,0,0,1
1,0,0,3,6.0,5.8,33.86990801576872,0.8285714285714285,1,1,1
1,1,1,1,3.0,5.9,24.24441524310118,1.475,0,0,0
0,0,1,2,3.0,4.4,31.964520367936924,1.1,0,0,0
1,0,0,0,1.0,3.9,34.82260183968462,1.95,0,0,0
0,1,1,3,7.0,5.9,34.55978975032851,0.7375,1,1,1
0,0,1,3,6.0,6.8,33.93561103810775,0.9714285714285714,1,1,1
1,0,0,1,4.0,6.7,32.65440210249671,1.34,0,0,1
0,0,0,1,3.0,3.7,28.843626806833115,0.925,0,0,0
0,1,1,3,4.0,5.9,24.40867279894875,1.1800000000000002,1,0,0
0,0,0,4,8.0,7.1,31.176084099868593,0.7888888888888889,1,1,1
1,0,1,1,3.0,3.9,34.13272010512483,0.975,0,0,0
0,1,0,2,5.0,7.0,24.277266754270695,1.1666666666666667,0,0,1
1,0,1,1,2.0,4.6,29.204993429697765,1.5333333333333332,0,0,0
0,0,0,2,4.0,3.9,34.32982917214192,0.78,0,0,0
1,1,0,2,3.0,4.7,29.566360052562416,1.175,0,0,0
1,1,1,1,4.0,4.9,26.905387647831798,0.9800000000000001,0,0,0
1,0,1,3,7.0,9.3,28.12089356110381,1.1625,1,1,1
1,0,1,2,4.0,5.1,24.342969776609724,1.02,0,0,0
0,0,0,3,4.0,7.1,33.96846254927726,1.42,1,0,1
0,0,0,4,7.0,7.0,33.60709592641261,0.875,1,1,1
1,1,1,3,5.0,7.2,31.471747700394218,1.2,1,0,0
0,1,0,3,6.0,6.7,24.24441524310118,0.9571428571428572,1,1,1
0,1,1,3,5.0,4.5,28.02233902759527,0.75,1,0,0
1,1,1,0,1.0,1.4,30.913272010512483,0.7,0,0,0
1,1,1,1,2.0,4.6,28.088042049934295,1.5333333333333332,0,0,0
1,0,1,0,2.0,5.9,31.636005256241784,1.9666666666666668,0,0,0
1,1,0,3,7.0,8.3,25.558475689881732,1.0375,1,1,1
1,0,0,3,7.0,9.2,25.427069645203677,1.15,1,1,1
0,0,1,3,6.0,5.8,27.529566360052563,0.8285714285714285,1,1,0
0,0,1,0,1.0,3.6,30.880420499342968,1.8,0,0,0
1,1,1,2,4.0,6.4,30.584756898817343,1.28,0,0,0
1,0,1,2,4.0,5.6,30.55190538764783,1.1199999999999999,0,0,0
1,1,1,3,5.0,6.6,34.16557161629435,1.0999999999999999,1,0,0
1,0,1,3,6.0,7.6,26.938239159001313,1.0857142857142856,1,1,1
1,0,1,2,5.0,5.9,24.113009198423125,0.9833333333333334,0,0,1
0,0,1,2,4.0,6.6,28.580814717477004,1.3199999999999998,0,0,1
1,1,0,1,1.0,4.5,35.545335085413925,2.25,0,0,0
1,0,1,0,1.0,0.2,26.182654402102497,0.1,0,0,0
1,0,0,3,5.0,5.9,35.84099868593955,0.9833333333333334,1,0,0
1,0,0,0,1.0,2.2,30.453350854139288,1.1,0,0,0
1,0,0,1,3.0,3.6,31.800262812089354,0.9,0,0,0
1,1,0,1,4.0,4.0,33.5742444152431,0.8,0,0,0
1,0,1,0,1.0,3.0,32.45729303547963,1.5,0,0,0
0,1,1,2,4.0,3.1,32.19448094612352,0.62,0,0,0
0,0,0,5,9.0,9.8,31.537450722733244,0.9800000000000001,1,1,1
1,1,0,2,6.0,7.1,30.650459921156372,1.0142857142857142,0,1,1
1,1,0,4,9.0,9.0,24.441524310118265,0.9,1,1,1
1,0,1,1,3.0,1.8,24.24441524310118,0.45,0,0,0
1,0,1,3,4.0,5.7,27.726675427069644,1.1400000000000001,1,0,0
1,0,0,2,4.0,3.5,25.78843626806833,0.7,0,0,0
0,1,1,1,2.0,3.1,30.519053876478317,1.0333333333333334,0,0,0
0,1,1,2,3.0,2.5,30.683311432325887,0.625,0,0,0
1,0,1,3,4.0,6.4,31.50459921156373,1.28,1,0,0
1,1,1,2,5.0,5.8,32.29303547963206,0.9666666666666667,0,0,0
0,0,1,2,5.0,5.8,33.63994743758213,0.9666666666666667,0,0,0
1,0,1,2,4.0,5.9,26.675427069645202,1.1800000000000002,0,0,0
1,0,1,0,1.0,0.0,31.93166885676741,0.0,0,0,0
0,0,1,3,6.0,7.8,31.800262812089354,1.1142857142857143,1,1,1
1,1,0,1,2.0,5.0,34.19842312746386,1.6666666666666667,0,0,0
1,1,1,3,4.0,4.5,35.939553219448094,0.9,1,0,0
0,1,1,2,4.0,3.3,35.67674113009198,0.6599999999999999,0,0,0
1,0,1,3,6.0,5.4,30.97897503285151,0.7714285714285715,1,1,0
1,0,0,1,1.0,2.6,33.27858081471748,1.3,0,0,0
0,0,1,4,9.0,7.8,35.74244415243101,0.78,1,1,1
1,0,0,3,4.0,5.5,24.441524310118265,1.1,1,0,0
0,0,0,1,5.0,7.0,28.252299605781864,1.1666666666666667,0,0,1
0,0,0,2,4.0,8.2,35.11826544021025,1.64,0,0,1
1,0,1,1,3.0,5.5,33.40998685939553,1.375,0,0,0
1,0,1,3,5.0,5.1,35.11826544021025,0.85,1,0,0
0,1,1,3,6.0,7.5,28.48226018396846,1.0714285714285714,1,1,1
1,1,0,2,5.0,7.9,31.6688567674113,1.3166666666666667,0,0,1
1,0,0,2,4.0,4.0,29.106438896189225,0.8,0,0,0
0,0,0,3,7.0,9.5,24.178712220762154,1.1875,1,1,1
0,1,1,3,4.0,4.8,27.43101182654402,0.96,1,0,0
0,0,1,2,4.0,4.4,33.77135348226018,0.8800000000000001,0,0,0
1,0,1,3,7.0,5.9,29.139290407358736,0.7375,1,1,1
0,1,1,2,3.0,5.9,32.42444152431012,1.475,0,0,0
1,0,1,2,6.0,7.8,24.868593955321945,1.1142857142857143,0,1,1
1,1,0,1,1.0,0.2,24.605781865965834,0.1,0,0,0
1,0,1,1,4.0,5.0,26.21550591327201,1.0,0,0,0
1,1,0,2,4.0,5.9,26.248357424441522,1.1800000000000002,0,0,0
1,0,0,2,4.0,8.5,34.78975032851511,1.7,0,0,1
1,0,1,2,4.0,6.7,34.03416557161629,1.34,0,0,0
0,0,0,3,7.0,7.4,26.149802890932982,0.925,1,1,1
1,0,0,4,8.0,9.3,34.32982917214192,1.0333333333333334,1,1,1
0,0,1,2,5.0,5.9,28.64651773981603,0.9833333333333334,0,0,0
0,0,1,3,5.0,5.2,30.617608409986858,0.8666666666666667,1,0,0
0,0,1,2,4.0,6.7,32.35873850197109,1.34,0,0,0
1,0,0,4,7.0,6.9,25.657030223390276,0.8625,1,1,1
1,0,1,0,2.0,2.6,32.45729303547963,0.8666666666666667,0,0,0
1,0,1,3,7.0,7.0,35.2496714848883,0.875,1,1,1
1,0,0,2,2.0,3.2,24.901445466491456,1.0666666666666667,0,0,0
1,1,0,3,6.0,6.6,29.894875164257556,0.9428571428571428,1,1,1
0,0,0,2,6.0,7.9,29.5335085413929,1.1285714285714286,0,1,1
1,1,0,0,1.0,0.0,26.609724047306177,0.0,0,0,0
1,0,0,1,4.0,5.6,32.81865965834428,1.1199999999999999,0,0,0
1,0,1,2,4.0,5.3,24.47437582128778,1.06,0,0,0
1,0,1,3,5.0,5.9,27.529566360052563,0.9833333333333334,1,0,0
1,0,1,4,8.0,8.5,34.78975032851511,0.9444444444444444,1,1,1
0,0,0,1,3.0,4.5,34.78975032851511,1.125,0,0,0
0,1,0,1,3.0,5.6,34.2969776609724,1.4,0,0,0
0,0,0,2,6.0,7.7,33.44283837056504,1.1,0,1,1
1,0,1,2,4.0,5.4,35.74244415243101,1.08,0,0,0
0,1,0,1,3.0,3.8,26.182654402102497,0.95,0,0,0
0,1,1,2,5.0,6.1,30.683311432325887,1.0166666666666666,0,0,0
0,0,0,3,4.0,5.5,33.90275952693824,1.1,1,0,0
0,1,1,3,6.0,6.0,32.78580814717477,0.8571428571428571,1,1,1
1,1,0,2,2.0,3.6,27.16819973718791,1.2,0,0,0
0,0,1,3,7.0,5.9,34.75689881734559,0.7375,1,1,1
0,1,0,3,6.0,6.3,35.38107752956636,0.9,1,1,1
1,0,1,1,2.0,5.9,29.632063074901446,1.9666666666666668,0,0,0
1,0,1,0,1.0,3.5,26.806833114323258,1.75,0,0,0
0,0,0,4,7.0,7.2,30.519053876478317,0.9,1,1,1
1,0,1,3,8.0,5.9,31.898817345597895,0.6555555555555556,1,1,1
1,0,0,3,8.0,8.3,32.49014454664914,0.9222222222222223,1,1,1
1,0,1,1,1.0,4.4,29.7634691195795,2.2,0,0,0
0,0,0,4,7.0,7.8,30.453350854139288,0.975,1,1,1
0,0,1,1,1.0,3.0,27.75952693823916,1.5,0,0,0
1,0,1,2,3.0,5.2,29.5335085413929,1.3,0,0,0
1,1,1,2,4.0,3.3,33.27858081471748,0.6599999999999999,0,0,0
0,1,0,3,4.0,9.2,25.558475689881732,1.8399999999999999,1,0,1
0,1,0,2,3.0,6.1,30.28909329829172,1.525,0,0,0
0,1,1,4,6.0,7.1,35.972404730617605,1.0142857142857142,1,1,1
1,1,1,1,2.0,4.3,29.467805519053876,1.4333333333333333,0,0,0
1,0,0,3,5.0,4.9,25.26281208935611,0.8166666666666668,1,0,0
1,1,1,2,5.0,5.2,25.854139290407357,0.8666666666666667,0,0,0
0,0,0,3,5.0,8.0,26.773981603153743,1.3333333333333333,1,0,0
0,0,1,3,5.0,6.9,32.58869908015769,1.1500000000000001,1,0,0
0,0,0,4,9.0,9.1,32.29303547963206,0.9099999999999999,1,1,1
1,1,1,0,1.0,5.9,26.544021024967147,2.95,0,0,0
0,1,1,0,4.0,0.6,28.515111695137975,0.12,0,0,0
0,0,0,3,6.0,7.1,29.730617608409986,1.0142857142857142,1,1,1
1,0,1,5,9.0,10.0,30.97897503285151,1.0,1,1,1
1,0,1,1,4.0,6.4,28.580814717477004,1.28,0,0,0
0,1,0,4,7.0,6.9,29.69776609724047,0.8625,1,1,1
0,0,1,0,1.0,3.8,34.88830486202365,1.9,0,0,0
1,0,1,0,1.0,3.7,30.420499342969777,1.85,0,0,0
0,1,0,3,6.0,7.3,32.3915900131406,1.042857142857143,1,1,1
1,0,0,3,6.0,4.4,29.040735873850196,0.6285714285714287,1,1,0
0,0,0,2,3.0,4.6,32.52299605781866,1.15,0,0,0
1,0,0,3,7.0,5.9,31.438896189224703,0.7375,1,1,0
0,1,0,3,6.0,6.5,30.12483574244415,0.9285714285714286,1,1,1
1,0,1,1,4.0,5.9,28.252299605781864,1.1800000000000002,0,0,0
0,0,1,4,9.0,8.4,30.946123521681997,0.8400000000000001,1,1,1
0,0,0,3,4.0,9.9,24.178712220762154,1.98,1,0,1
1,0,1,2,3.0,3.2,25.328515111695136,0.8,0,0,0
1,1,0,4,7.0,6.1,29.730617608409986,0.7625,1,1,1
0,1,1,3,5.0,5.9,34.42838370565046,0.9833333333333334,1,0,0
1,0,1,2,4.0,4.1,26.576872536136662,0.82,0,0,0
1,0,1,2,5.0,5.9,30.946123521681997,0.9833333333333334,0,0,1
1,0,1,4,8.0,9.5,32.65440210249671,1.0555555555555556,1,1,1
1,0,1,1,1.0,4.2,30.55190538764783,2.1,0,0,0
0,1,1,1,3.0,4.6,35.4796320630749,1.15,0,0,0
0,0,0,4,8.0,8.4,27.529566360052563,0.9333333333333333,1,1,1
1,0,0,0,2.0,3.0,33.01576872536137,1.0,0,0,0
1,0,1,1,2.0,1.7,24.57293035479632,0.5666666666666667,0,0,0
0,0,1,2,3.0,3.4,34.72404730617608,0.85,0,0,0
1,0,1,1,2.0,5.9,32.58869908015769,1.9666666666666668,0,0,0
0,0,1,2,5.0,6.0,32.88436268068331,1.0,0,0,0
1,0,1,1,1.0,2.2,33.63994743758213,1.1,0,0,0
1,0,1,0,1.0,0.0,35.64388961892247,0.0,0,0,0
1,1,1,2,3.0,5.7,35.05256241787122,1.425,0,0,0
1,0,1,0,1.0,2.3,26.675427069645202,1.15,0,0,0
1,0,0,2,3.0,5.2,28.12089356110381,1.3,0,0,0
1,0,1,1,3.0,3.0,25.328515111695136,0.75,0,0,0
1,0,1,2,3.0,3.8,27.8580814717477,0.95,0,0,0
1,0,1,1,2.0,6.0,30.157687253613666,2.0,0,0,0
0,0,1,2,4.0,2.5,34.19842312746386,0.5,0,0,0
0,0,1,1,1.0,5.2,29.894875164257556,2.6,0,0,0
1,0,1,2,5.0,6.0,26.544021024967147,1.0,0,0,0
1,0,1,3,5.0,6.9,26.116951379763467,1.1500000000000001,1,0,1
0,1,1,2,2.0,5.9,25.328515111695136,1.9666666666666668,0,0,0
1,0,0,2,3.0,5.2,35.939553219448094,1.3,0,0,0
1,0,0,2,4.0,3.8,35.57818659658344,0.76,0,0,0
1,0,0,4,6.0,6.7,27.43101182654402,0.9571428571428572,1,1,1
0,1,1,3,4.0,6.4,33.11432325886991,1.28,1,0,0
1,0,1,2,2.0,5.1,29.566360052562416,1.7,0,0,0
0,0,0,4,8.0,8.6,30.519053876478317,0.9555555555555555,1,1,1
1,0,1,4,8.0,7.9,34.32982917214192,0.8777777777777778,1,1,1
0,1,0,2,5.0,6.5,26.412614980289092,1.0833333333333333,0,0,1
1,0,1,3,5.0,6.4,28.97503285151117,1.0666666666666667,1,0,0
1,1,0,2,5.0,5.9,31.57030223390276,0.9833333333333334,0,0,1
0,0,0,2,4.0,6.9,34.36268068331143,1.3800000000000001,0,0,1
1,0,1,2,5.0,4.2,27.365308804204993,0.7000000000000001,0,0,0
0,0,1,0,1.0,3.8,28.02233902759527,1.9,0,0,0
0,0,0,4,9.0,9.5,30.781865965834427,0.95,1,1,1
1,0,1,4,7.0,5.9,34.06701708278581,0.7375,1,1,1
1,0,1,1,4.0,4.0,26.182654402102497,0.8,0,0,0
1,0,1,0,1.0,5.0,34.42838370565046,2.5,0,0,0
1,0,0,2,3.0,4.3,31.898817345597895,1.075,0,0,0
1,0,0,1,2.0,5.9,30.420499342969777,1.9666666666666668,0,0,0
0,1,1,0,1.0,1.0,25.854139290407357,0.5,0,0,0
0,0,0,4,8.0,8.4,32.35873850197109,0.9333333333333333,1,1,1
0,0,0,3,6.0,6.2,34.2969776609724,0.8857142857142858,1,1,1
0,0,0,3,6.0,8.3,28.055190538764784,1.1857142857142857,1,1,1
0,0,0,4,9.0,10.0,29.993429697766096,1.0,1,1,1
1,0,0,4,9.0,9.2,31.438896189224703,0.9199999999999999,1,1,1
1,1,1,1,2.0,3.9,27.792378449408673,1.3,0,0,0
0,1,1,2,4.0,6.0,25.854139290407357,1.2,0,0,0
1,1,0,0,1.0,0.0,27.59526938239159,0.0,0,0,0
1,0,1,2,4.0,5.5,31.307490144546648,1.1,0,0,0
